"Table","Location"
"dbo.BenPlanCarrierAudit","Both"
"dbo.BenPlanCarrierContact","Both"
"dbo.BenPlanCarrierContactAudit","Both"
"dbo.BenPlanCarrierContactCulture","Both"
"dbo.BenPlanCarrierCulture","Both"
"dbo.BenPlanCarrierElementValue","Both"
"dbo.BenPlanCarrierElementValueAudit","Both"
"dbo.BenPlanCarrierExportConfig","Both"
"dbo.BenPlanCarrierExportConfigAudit","Both"
"dbo.BenPlanCreditAllocation","Both"
"dbo.BenPlanCreditAllocationAudit","Both"
"dbo.BenPlanCulture","Both"
"dbo.BenPlanDSConfig","Both"
"dbo.BenPlanDSConfigAudit","Both"
"dbo.BenPlanDSGroup","Both"
"dbo.BenPlanDSGroupMember","Both"
"dbo.BenPlanEmployeeBeneficiaryElectedOption","Both"
"dbo.BenPlanEmployeeBeneficiaryElectedOptionAudit","Both"
"dbo.BenPlanEmployeeDependentElectedOption","Both"
"dbo.BenPlanEmployeeDependentElectedOptionAudit","Both"
"dbo.BenPlanEmployeeElectedOption","Both"
"dbo.BenPlanEmployeeElectedOptionAudit","Both"
"dbo.BenPlanEmployeeElectedOptionRate","Both"
"dbo.BenPlanEmployeeElectedOptionRateAudit","Both"
"dbo.BenPlanEmployeeEligibleBenPlanOption","Both"
"dbo.BenPlanEmployeeEligibleBenPlanOptionAudit","Both"
"dbo.BenPlanExcessAllocation","Both"
"dbo.BenPlanExcessAllocationAudit","Both"
"dbo.BenPlanExportConfigMultiCarrier","Both"
"dbo.BenPlanExportConfigMultiCarrierAudit","Both"
"dbo.BenPlanFlexCreditAssignment","Both"
"dbo.BenPlanFlexCreditAssignmentAudit","Both"
"dbo.BenPlanGeoStateTaxability","Both"
"dbo.BenPlanOption","Both"
"dbo.BenPlanOptionAudit","Both"
"dbo.BenPlanOptionContributionProrationRule","Both"
"dbo.BenPlanOptionContributionProrationRuleAudit","Both"
"dbo.BenPlanOptionCulture","Both"
"dbo.BenPlanOptionDetails","Both"
"dbo.BenPlanOptionDetailsAudit","Both"
"dbo.BenPlanOptionDSConfig","Both"
"dbo.BenPlanOptionDSConfigAudit","Both"
"dbo.BenPlanOptionExpressionParam","Both"
"dbo.BenPlanOptionExpressionParamAudit","Both"
"dbo.BenPlanOptionGroup","Both"
"dbo.BenPlanOptionGroupAssociation","Both"
"dbo.BenPlanOptionGroupAssociationAudit","Both"
"dbo.BenPlanOptionGroupAudit","Both"
"dbo.BenPlanOptionGroupCulture","Both"
"dbo.BenPlanOptionGuaranteedAmount","Both"
"dbo.BenPlanOptionGuaranteedAmountAudit","Both"
"dbo.BenPlanOptionGuaranteedAmountExpressionParam","Both"
"dbo.BenPlanOptionGuaranteedAmountExpressionParamAudit","Both"
"dbo.BenPlanOptionMultiplierValue","Both"
"dbo.BenPlanOptionMultiplierValueAudit","Both"
"dbo.BenPlanOptionRate","Both"
"dbo.BenPlanOptionRateAudit","Both"
"dbo.BenPlanOptionRateValue","Both"
"dbo.BenPlanOptionRateValueAudit","Both"
"dbo.BenPlanOptionTier","Both"
"dbo.BenPlanOptionTierCulture","Both"
"dbo.BenPlanReportCategory","Both"
"dbo.BenPlanReportCategoryCulture","Both"
"dbo.BenPlanSubType","Both"
"dbo.BenPlanSubTypeCulture","Both"
"dbo.BenPlanSubTypeGeoCountry","Both"
"dbo.BenPlanType","Both"
"dbo.BenPlanTypeCulture","Both"
"dbo.BenProviderCache","Both"
"dbo.BenQMCSO","Both"
"dbo.BenQMCSOAudit","Both"
"dbo.BenQMCSODependent","Both"
"dbo.BenQMCSODependentAudit","Both"
"dbo.BenQMCSODependentElection","Both"
"dbo.BenQMCSODependentElectionAudit","Both"
"dbo.BenRateTableType","Both"
"dbo.BenRateTableTypeCulture","Both"
"dbo.BenRecalcChangeLog","Both"
"dbo.BenRecalcLock","Both"
"dbo.BenSummaryBeneficiaryPermanent","Both"
"dbo.BenSummaryConfig","Both"
"dbo.BenSummaryConfigCulture","Both"
"dbo.BenSummaryConfigOptionAssociation","Both"
"dbo.BenSummaryDependentPermanent","Both"
"dbo.BenSummaryDocumentPermanent","Both"
"dbo.BenSummaryOptionPermanent","Both"
"dbo.BenSummaryPermanent","Both"
"dbo.BenSummaryPermanentLogo","Both"
"dbo.BenSummaryRestrictionEventDependentPermanent","Both"
"dbo.BenUKPensionEmployeeData","Both"
"dbo.BenUKPensionEmployeeDataAudit","Both"
"dbo.BenUKPensionImportError","Both"
"dbo.BenUKPensionImportErrorMessage","Both"
"dbo.BenUKPensionImportErrorMessageCulture","Both"
"dbo.BenUKPensionPostponement","Both"
"dbo.BenUKPensionPostponementAudit","Both"
"dbo.BenUKPensionReEnrollment","Both"
"dbo.BenUKPensionReEnrollmentAudit","Both"
"dbo.BenWaitingPeriod","Both"
"dbo.BenWaitingPeriodAudit","Both"
"dbo.BenWaitingPeriodCulture","Both"
"dbo.BenWaitingPeriodParam","Both"
"dbo.BenWaitingPeriodParamAudit","Both"
"dbo.BenWaitingPeriodParamCulture","Both"
"dbo.BenYearEndSetting","Both"
"dbo.BidEmpPreference","Both"
"dbo.BidEmpPreferenceDef","Both"
"dbo.BidGroupEmp","Both"
"dbo.BidOnShift","Both"
"dbo.BidPolicyElementValue","Both"
"dbo.BidPolicyRule","Both"
"dbo.BidPolicyRuleCulture","Both"
"dbo.BidPolicyRuleQualifier","Both"
"dbo.BidPolicyRuleQualifierCulture","Both"
"dbo.BidPolicyWindow","Both"
"dbo.BidPolicyWindowCulture","Both"
"dbo.BidSession","Both"
"dbo.BidSessionCulture","Both"
"dbo.BidSessionFrequency","Both"
"dbo.BidSessionFrequencyCulture","Both"
"dbo.BidSessionGroup","Both"
"dbo.BidSessionGroupAssignment","Both"
"dbo.BidSessionGroupCoverage","Both"
"dbo.BidSessionGroupCulture","Both"
"dbo.BidSessionShiftCount","Both"
"dbo.BidStatus","Both"
"dbo.BidStatusCulture","Both"
"dbo.BidWindow","Both"
"dbo.BidWindowCulture","Both"
"dbo.BIExtractTableData","Both"
"dbo.BillingBucket","Both"
"dbo.BillingLog","Both"
"dbo.BillingLogAudit","Both"
"dbo.BillingPEPMDetail","Both"
"dbo.BillingSummary","Both"
"dbo.BioDeviceType","Both"
"dbo.BioSensitivityLevel","Both"
"dbo.BioSensitivityLevelCulture","Both"
"dbo.BlackoutDate","Both"
"dbo.BlackoutDateAssignment","Both"
"dbo.BlackoutDateCulture","Both"
"dbo.BonusGrade","Both"
"dbo.BonusGradeAssignment","Both"
"dbo.BonusGradeCulture","Both"
"dbo.BrandingMgmtLogoInformation","Both"
"dbo.BrandingMgmtLogoInformationCulture","Both"
"dbo.BulkApiEntity","Both"
"dbo.BulkApiJobHandlerConfig","Both"
"dbo.BulkApiJobInfo","Both"
"dbo.BulkApiStatus","Both"
"dbo.CachedVisibleCurrentEmployees","Both"
"dbo.Calendar","Both"
"dbo.CalendarDay","Both"
"dbo.CalendarEvent","Both"
"dbo.CalendarEventCulture","Both"
"dbo.CalendarEventDate","Both"
"dbo.CalendarEventDetail","Both"
"dbo.CalendarEventDetailProperty","Both"
"dbo.CalendarEventDetailPropertyCulture","Both"
"dbo.CalendarEventPropertyType","Both"
"dbo.CalendarEventPropertyTypeCulture","Both"
"dbo.CaliforniaFilingTemplate","Both"
"dbo.CAN_Fed_Total_Claim_2024_correction","Both"
"dbo.CAN_Fed_Total_Claim_2024_correction_0222","Both"
"dbo.CAN_Fed_Total_Claim_2024_correction_0228","Both"
"dbo.CAN_Fed_Total_Claim_2025_correction_01","Both"
"dbo.CAN_Prov_Total_Claim_2024_correction_0222","Both"
"dbo.CAN_Prov_Total_Claim_2024_correction_0228","Both"
"dbo.CAN_Prov_Total_Claim_2025_correction_01","Both"
"dbo.CanadaTaxDefaultPersonalAmount","Both"
"dbo.Candidate","Both"
"dbo.Candidate_TCI26750_Step37250","Both"
"dbo.CandidateAssessment","Both"
"dbo.CandidateAssessmentAudit","Both"
"dbo.CandidateAssessmentEmail","Both"
"dbo.CandidateAssessmentEmailAudit","Both"
"dbo.CandidateAssessmentReport","Both"
"dbo.CandidateAssessmentReportAudit","Both"
"dbo.CandidateAssessmentResponse","Both"
"dbo.CandidateAssessmentScore","Both"
"dbo.CandidateAssessmentScoreAudit","Both"
"dbo.CandidateAssessmentSection","Both"
"dbo.CandidateAssessmentSectionScore","Both"
"dbo.CandidateAssessmentSkillTag","Both"
"dbo.CandidateAudit","Both"
"dbo.CandidateAvail","Both"
"dbo.CandidateCommunication","Both"
"dbo.CandidateCommunicationCCUserList","Both"
"dbo.CandidateCommunicationDocument","Both"
"dbo.CandidateCommunicationDraftTokenValue","Both"
"dbo.CandidateCommunicationReceipt","Both"
"dbo.CandidateComplianceQuestionnaireInfo","Both"
"dbo.CandidateCoverLetter","Both"
"dbo.CandidateDisqualificationReason","Both"
"dbo.CandidateDisqualificationReasonCulture","Both"
"dbo.CandidateDocument","Both"
"dbo.CandidateDocumentAudit","Both"
"dbo.CandidateDoNotHireStatusHistory","Both"
"dbo.CandidateEmailChangeRequest","Both"
"dbo.CandidateEmployeeStatus","Both"
"dbo.CandidateEmployeeStatusCulture","Both"
"dbo.CandidateGradingRestrictedArea","Both"
"dbo.CandidateIdealStatus","Both"
"dbo.CandidateIdealStatusCulture","Both"
"dbo.CandidateIdentifier","Both"
"dbo.CandidateIdentifierCulture","Both"
"dbo.CandidateImportStage_Candidate","Both"
"dbo.CandidateImportStage_Document","Both"
"dbo.CandidateImportStage_ImportJob","Both"
"dbo.CandidateIndexQueue","Both"
"dbo.CandidateJobApplicationConversations","Both"
"dbo.CandidateLink","Both"
"dbo.CandidateLinkType","Both"
"dbo.CandidateLinkTypeCulture","Both"
"dbo.CandidateNoteDepricated","Both"
"dbo.CandidateNotePermission","Both"
"dbo.CandidateNotePermissionCulture","Both"
"dbo.CandidatePersonalIdentifiableInformation","Both"
"dbo.CandidatePersonalIdentifiableInformationAudit","Both"
"dbo.CandidatePersonalIdentifiableInformationType","Both"
"dbo.CandidatePersonalIdentifiableInformationTypeCulture","Both"
"dbo.CandidatePortalJobPostingSyncQueue","Both"
"dbo.CandidatePortalSavedSearch","Both"
"dbo.CandidatePortalSavedSearchSyncQueue","Both"
"dbo.CandidatePreHireQuestionnaireFieldInfo","Both"
"dbo.CandidatePreHireQuestionnaireFieldInfoAudit","Both"
"dbo.CandidatePreHireQuestionnaireFieldValue","Both"
"dbo.CandidatePreHireQuestionnaireInfo","Both"
"dbo.CandidatePreHireQuestionnaireInfoAudit","Both"
"dbo.CandidateProfile","Both"
"dbo.CandidateProfileAudit","Both"
"dbo.CandidateProfileConversations","Both"
"dbo.CandidateProfileMigrationDataLoadQueue","Both"
"dbo.CandidateProfileSavedJob","Both"
"dbo.CandidateProfileSkillTag","Both"
"dbo.CandidateProfileSource","Both"
"dbo.CandidateProfileSourceAudit","Both"
"dbo.CandidateQuestionnaire","Both"
"dbo.CandidateReference","Both"
"dbo.CandidateRelatedProfessionClass","Both"
"dbo.CandidateRelatedProfessionClassGroup","Both"
"dbo.CandidateRelatedProfessionClassGroupSkill","Both"
"dbo.CandidateResumeConversion","Both"
"dbo.CandidateResumeEmail","Both"
"dbo.CandidateResumeEmailCandidate","Both"
"dbo.CandidateResumeEmailRecipient","Both"
"dbo.CandidateRightToWork","Both"
"dbo.CandidateRightToWorkAudit","Both"
"dbo.CandidateRightToWorkDocument","Both"
"dbo.CandidateRightToWorkDocumentDetails","Both"
"dbo.CandidateRightToWorkDocumentMapping","Both"
"dbo.CandidateRightToWorkEmail","Both"
"dbo.CandidateScreening","Both"
"dbo.CandidateScreeningAudit","Both"
"dbo.CandidateScreeningBillingCode","Both"
"dbo.CandidateScreeningDetailedResult","Both"
"dbo.CandidateScreeningOrderAdjudicationStatus","Both"
"dbo.CandidateScreeningOrderAdjudicationStatusAudit","Both"
"dbo.CandidateScreeningPackage","Both"
"dbo.CandidateScreeningPackageBillingCodeMapping","Both"
"dbo.CandidateScreeningResult","Both"
"dbo.CandidateScreeningStatus","Both"
"dbo.CandidateSendCustomComplianceQuestionnaireLog","Both"
"dbo.CandidateSkill","Both"
"dbo.CandidateSkillSaveJobProcessed","Both"
"dbo.CandidateSourcingJobPostingApplicationIdMap","Both"
"dbo.CandidateTag","Both"
"dbo.CandidateTraining","Both"
"dbo.CandidateUserViewApplication","Both"
"dbo.CandidateVideoInterview","Both"
"dbo.CANFedTotalClaim2025correction20250123","Both"
"dbo.CANStateTotalClaim2025correction20250123","Both"
"dbo.CareerIntelligence","Both"
"dbo.CareerIntelligenceEloomiTalentProfileSyncQueue","Both"
"dbo.CareerIntelligenceFlaggedOpportunity","Both"
"dbo.CareerIntelligenceFlaggedOpportunitySkill","Both"
"dbo.CareerIntelligenceJobAssignmentSyncQueue","Both"
"dbo.CareerIntelligenceJobPostingQueue","Both"
"dbo.CareerIntelligenceMentorshipMatch","Both"
"dbo.CareerIntelligenceOpportunityFeedback","Both"
"dbo.CareerIntelligenceSetting","Both"
"dbo.CareerIntelligenceTalentProfileSyncQueue","Both"
"dbo.CareerProfile","Both"
"dbo.CareerProfileAffiliation","Both"
"dbo.CareerProfileAPICommunicationLog","Both"
"dbo.CareerProfileAudit","Both"
"dbo.CareerProfileBaseProfile","Both"
"dbo.CareerProfileBaseProfileAudit","Both"
"dbo.CareerProfileCertification","Both"
"dbo.CareerProfileCertificationAudit","Both"
"dbo.CareerProfileChange","Both"
"dbo.CareerProfileCompany","Both"
"dbo.CareerProfileDegree","Both"
"dbo.CareerProfileDegreeCulture","Both"
"dbo.CareerProfileDocument","Both"
"dbo.CareerProfileEducation","Both"
"dbo.CareerProfileEducationAudit","Both"
"dbo.CareerProfileEduConcentration","Both"
"dbo.CareerProfileEduConcentrationCulture","Both"
"dbo.CareerProfileEscoSkill","Both"
"dbo.CareerProfileEscoSkillAudit","Both"
"dbo.CareerProfileEventQueue","Both"
"dbo.CareerProfileExclusionSetting","Both"
"dbo.CareerProfileImportQueue","Both"
"dbo.CareerProfileKeyProject","Both"
"dbo.CareerProfileKeyProjectAudit","Both"
"dbo.CareerProfileLanguageSkill","Both"
"dbo.CareerProfileLanguageSkillAudit","Both"
"dbo.CareerProfileLink","Both"
"dbo.CareerProfileMigrationQueue","Both"
"dbo.CareerProfileMilitaryHistory","Both"
"dbo.CareerProfileNotificationQueue","Both"
"dbo.CareerProfileParsedProfileResult","Both"
"dbo.CareerProfilePatentHistory","Both"
"dbo.CareerProfilePreferredJob","Both"
"dbo.CareerProfilePreferredLocation","Both"
"dbo.CareerProfilePreferredLocationAudit","Both"
"dbo.CareerProfilePublication","Both"
"dbo.CareerProfilePublicationAudit","Both"
"dbo.CareerProfileReference","Both"
"dbo.CareerProfileSchool","Both"
"dbo.CareerProfileSecurityCredential","Both"
"dbo.CareerProfileSecurityCredentialAudit","Both"
"dbo.CareerProfileSpeakingHistory","Both"
"dbo.CareerProfileSpeakingHistoryAudit","Both"
"dbo.CareerProfileTraining","Both"
"dbo.CareerProfileTrainingAudit","Both"
"dbo.CareerProfileWorkHistory","Both"
"dbo.CareerProfileWorkHistoryAudit","Both"
"dbo.CentralFact","Both"
"dbo.CentralFactCulture","Both"
"dbo.Certification","Both"
"dbo.CGWAddEmployee","Both"
"dbo.CGWAddEmployeeAddress","Both"
"dbo.CGWAddEmployeeAddressAudit","Both"
"dbo.CGWAddEmployeeAudit","Both"
"dbo.CGWAUSEmployeeTaxInfo","Both"
"dbo.CGWAUSEmployeeTaxInfoAudit","Both"
"dbo.CGWBenefitRateImport","Both"
"dbo.CGWBenefitRateImportAudit","Both"
"dbo.CGWBenefitsEmployeeElection","Both"
"dbo.CGWBenefitsEmployeeElectionAudit","Both"
"dbo.CGWCandidate","Both"
"dbo.CGWCandidateAudit","Both"
"dbo.CGWCandidateReference","Both"
"dbo.CGWCandidateReferenceAudit","Both"
"dbo.CGWClientSetting","Both"
"dbo.CGWClonedEmployee","Both"
"dbo.CGWClonedEmployeeAudit","Both"
"dbo.CGWCombinedHSADeduction","Both"
"dbo.CGWCombinedHSADeductionAudit","Both"
"dbo.CGWCustomerOperatingCountry","Both"
"dbo.CGWCustomerOperatingCountryAudit","Both"
"dbo.CGWCustomerSubTrack","Both"
"dbo.CGWCustomerTrack","Both"
"dbo.CGWCustomerTrackCompletion","Both"
"dbo.CGWDeductionElection","Both"
"dbo.CGWDeductionElectionAudit","Both"
"dbo.CGWDeductionHistory","Both"
"dbo.CGWDeductionHistoryAudit","Both"
"dbo.CGWDeductionYTDBalance","Both"
"dbo.CGWDeductionYTDBalanceAudit","Both"
"dbo.CGWDeductionYTDPayRunHistory","Both"
"dbo.CGWDeductionYTDPayRunHistoryAudit","Both"
"dbo.CGWDependentBeneficiaryBenefitElection","Both"
"dbo.CGWDependentBeneficiaryBenefitElectionAudit","Both"
"dbo.CGWDependentBeneficiaryPersonalData","Both"
"dbo.CGWDependentBeneficiaryPersonalDataAudit","Both"
"dbo.CGWEarningElection","Both"
"dbo.CGWEarningElectionAudit","Both"
"dbo.CGWEarningHistory","Both"
"dbo.CGWEarningHistoryAudit","Both"
"dbo.CGWEarningYTDBalance","Both"
"dbo.CGWEarningYTDBalanceAudit","Both"
"dbo.CGWEarningYTDPayRunHistory","Both"
"dbo.CGWEarningYTDPayRunHistoryAudit","Both"
"dbo.CGWEmployeeBalance","Both"
"dbo.CGWEmployeeBalanceAudit","Both"
"dbo.CGWEmployeeCANTax","Both"
"dbo.CGWEmployeeCANTaxAudit","Both"
"dbo.CGWEmployeeCompensation","Both"
"dbo.CGWEmployeeCompensationAudit","Both"
"dbo.CGWEmployeeContactInfo","Both"
"dbo.CGWEmployeeContactInfoAudit","Both"
"dbo.CGWEmployeeDirectDeposit","Both"
"dbo.CGWEmployeeDirectDepositAudit","Both"
"dbo.CGWEmployeeEmergencyContact","Both"
"dbo.CGWEmployeeEmergencyContactAudit","Both"
"dbo.CGWEmployeeInsurableEarning","Both"
"dbo.CGWEmployeeInsurableEarningAudit","Both"
"dbo.CGWEmployeeJob","Both"
"dbo.CGWEmployeeJobAudit","Both"
"dbo.CGWEmployeeManager","Both"
"dbo.CGWEmployeeManagerAudit","Both"
"dbo.CGWEmployeeOrg","Both"
"dbo.CGWEmployeeOrgAudit","Both"
"dbo.CGWEmployeePersonal","Both"
"dbo.CGWEmployeePersonalAudit","Both"
"dbo.CGWEmployeeUSTax","Both"
"dbo.CGWEmployeeUSTaxAudit","Both"
"dbo.CGWEntityUpdate","Both"
"dbo.CGWEntityUpdateAudit","Both"
"dbo.CGWFreshEmployee","Both"
"dbo.CGWFreshEmployeeAudit","Both"
"dbo.CGWGettingStartedEmployee","Both"
"dbo.CGWGettingStartedEmployeeAddress","Both"
"dbo.CGWGettingStartedEmployeeAddressAudit","Both"
"dbo.CGWGettingStartedEmployeeAudit","Both"
"dbo.CGWGettingStartedLegalEntity","Both"
"dbo.CGWGettingStartedLegalEntityAudit","Both"
"dbo.CGWGettingStartedSiteAddress","Both"
"dbo.CGWGettingStartedSiteAddressAudit","Both"
"dbo.CGWIRLEmployeeTaxInfo","Both"
"dbo.CGWIRLEmployeeTaxInfoAudit","Both"
"dbo.CGWJobPosting","Both"
"dbo.CGWJobPostingAudit","Both"
"dbo.CGWJobRequisition","Both"
"dbo.CGWJobRequisitionAudit","Both"
"dbo.CGWLegalEntity","Both"
"dbo.CGWLegalEntityAudit","Both"
"dbo.CGWMassAssignment","Both"
"dbo.CGWMassAssignmentAudit","Both"
"dbo.CGWMassAssignmentEmployeeCriteria","Both"
"dbo.CGWMassAssignmentEmployeeCriteriaAudit","Both"
"dbo.CGWMassAssignmentParameter","Both"
"dbo.CGWMassAssignmentParameterAudit","Both"
"dbo.CGWNZLEmployeeTax","Both"
"dbo.CGWNZLEmployeeTaxAudit","Both"
"dbo.CGWOrgManager","Both"
"dbo.CGWOrgManagerAudit","Both"
"dbo.CGWParallelCompanyDeductionComparisonReportReview","Both"
"dbo.CGWParallelCompanyDeductionComparisonReportReviewAudit","Both"
"dbo.CGWParallelCompanyEarningComparisonReportReview","Both"
"dbo.CGWParallelCompanyEarningComparisonReportReviewAudit","Both"
"dbo.CGWParallelCompanyTaxComparisonReportReview","Both"
"dbo.CGWParallelCompanyTaxComparisonReportReviewAudit","Both"
"dbo.CGWParallelEmployeeDeductionComparisonReportReview","Both"
"dbo.CGWParallelEmployeeDeductionComparisonReportReviewAudit","Both"
"dbo.CGWParallelEmployeeEarningComparisonReportReview","Both"
"dbo.CGWParallelEmployeeEarningComparisonReportReviewAudit","Both"
"dbo.CGWParallelEmployeeNetPayComparisonReportReview","Both"
"dbo.CGWParallelEmployeeNetPayComparisonReportReviewAudit","Both"
"dbo.CGWParallelEmployeeTaxComparisonReportReview","Both"
"dbo.CGWParallelEmployeeTaxComparisonReportReviewAudit","Both"
"dbo.CGWParallelLegacyCompanyTotal","Both"
"dbo.CGWParallelLegacyCompanyTotalAudit","Both"
"dbo.CGWParallelLegacyEmployeeDeductionTotal","Both"
"dbo.CGWParallelLegacyEmployeeDeductionTotalAudit","Both"
"dbo.CGWParallelLegacyEmployeeEarningTotal","Both"
"dbo.CGWParallelLegacyEmployeeEarningTotalAudit","Both"
"dbo.CGWParallelLegacyEmployeeNetPayTotal","Both"
"dbo.CGWParallelLegacyEmployeeNetPayTotalAudit","Both"
"dbo.CGWParallelLegacyEmployeeTaxTotal","Both"
"dbo.CGWParallelLegacyEmployeeTaxTotalAudit","Both"
"dbo.CGWRoleAssignmentPolicy","Both"
"dbo.CGWSimpleYTDHistory","Both"
"dbo.CGWSimpleYTDHistoryAudit","Both"
"dbo.CGWSiteAddress","Both"
"dbo.CGWSiteAddressAudit","Both"
"dbo.CGWTaxHistory","Both"
"dbo.CGWTaxHistoryAudit","Both"
"dbo.CGWTaxYTDBalance","Both"
"dbo.CGWTaxYTDBalanceAudit","Both"
"dbo.CGWTaxYTDPayRunHistory","Both"
"dbo.CGWTaxYTDPayRunHistoryAudit","Both"
"dbo.CGWTimeAwayFromWorkImport","Both"
"dbo.CGWTimeAwayFromWorkImportAudit","Both"
"dbo.CGWTransactionalDataCleanup","Both"
"dbo.CGWTransactionalDataCleanupAudit","Both"
"dbo.CGWUKEmployeeTaxInfo","Both"
"dbo.CGWUKEmployeeTaxInfoAudit","Both"
"dbo.CGWVersion","Both"
"dbo.CGWWorkersCompensationAccount","Both"
"dbo.CGWWorkersCompensationAccountAudit","Both"
"dbo.CGWWorkersCompensationCodeAndRate","Both"
"dbo.CGWWorkersCompensationCodeAndRateAudit","Both"
"dbo.CGWWorkersCompensationJob","Both"
"dbo.CGWWorkersCompensationJobAudit","Both"
"dbo.ChangeRequest","Both"
"dbo.ChangeRequestType","Both"
"dbo.ChangeRequestTypeCulture","Both"
"dbo.CheckWorkRightsMatrix","Both"
"dbo.Client","Both"
"dbo.Client_TemporaryBackup_CSCI_7342","Both"
"dbo.ClientAddress","Both"
"dbo.ClientAddressType","Both"
"dbo.ClientAudit","Both"
"dbo.ClientContact","Both"
"dbo.ClientContactCommunicationType","Both"
"dbo.ClientContactType","Both"
"dbo.ClientContactTypeCulture","Both"
"dbo.ClientCulture","Both"
"dbo.ClientFeatureMapping","Both"
"dbo.ClientIndustryList","Both"
"dbo.ClientIpRestriction","Both"
"dbo.ClientIpRestrictionType","Both"
"dbo.ClientIpRestrictionUserType","Both"
"dbo.ClientIpRestrictionUserTypeRoleList","Both"
"dbo.ClientLog","Both"
"dbo.ClientLogo","Both"
"dbo.ClientODPProgram","Both"
"dbo.ClientPayrollCountry","Both"
"dbo.ClientPayrollPropertyValue","Both"
"dbo.ClientPayrollPropertyValueAudit","Both"
"dbo.ClientPropertyValue","Both"
"dbo.ClientPropertyValueAudit","Both"
"dbo.ClientPropertyValueCulture","Both"
"dbo.ClientServiceList","Both"
"dbo.ClientSqlRunnerJournal","Both"
"dbo.ClientSqlRunnerScriptJournal","Both"
"dbo.ClientType","Both"
"dbo.ClientTypeVersion","Both"
"dbo.ClockAccessControlSchedule","Both"
"dbo.ClockAccessControlScheduleCulture","Both"
"dbo.ClockAccessControlScheduleException","Both"
"dbo.ClockAccessControlScheduleParam","Both"
"dbo.ClockConfiguration","Both"
"dbo.ClockConfigurationCustomLabel","Both"
"dbo.ClockConfigurationRecord","Both"
"dbo.ClockConfigurationRecordAudit","Both"
"dbo.ClockDevice","Both"
"dbo.ClockDevice_B4_645","Both"
"dbo.ClockDeviceAssignment","Both"
"dbo.ClockDeviceAssociation","Both"
"dbo.ClockDeviceAssociation_B4_645","Both"
"dbo.ClockDeviceAudit","Both"
"dbo.ClockDeviceCache","Both"
"dbo.ClockDeviceConfig","Both"
"dbo.ClockDeviceConfigGroup","Both"
